Date,BTC-USD,ETH-USD,BNB-USD,ADA-USD,SOL1-USD,XRP-USD,DOT1-USD,DOGE-USD,LINK-USD,LTC-USD,ALGO-USD,VET-USD,MATIC-USD
2020-10-22,12931.5390625,409.7666931152344,30.633960723876953,0.10808300226926804,1.960034966468811,0.2548789978027344,4.266849994659424,0.0026469998992979527,12.163795471191406,55.23868942260742,0.30869099497795105,0.012229000218212605,0.01703999936580658
2020-10-23,13108.0625,412.4576110839844,30.588821411132812,0.10807500034570694,1.9118280410766602,0.2564310133457184,4.355343818664551,0.0026459998916834593,12.731548309326172,59.09558868408203,0.30737701058387756,0.01228800043463707,0.0176829993724823
2020-10-24,13031.173828125,406.2177734375,30.107540130615234,0.10635100305080414,1.7874590158462524,0.25321298837661743,4.335230827331543,0.002652999944984913,12.160058975219727,58.674800872802734,0.3031879961490631,0.011784999631345272,0.01716499961912632
2020-10-26,13075.248046875,393.8883056640625,31.154560089111328,0.10309699922800064,1.6854660511016846,0.2486879974603653,4.727015972137451,0.002678999910131097,11.747901916503906,56.74577713012695,0.2914600074291229,0.01140700001269579,0.016561999917030334
2020-10-27,13654.21875,403.9970397949219,31.638721466064453,0.10282699763774872,1.7102320194244385,0.2528989911079407,4.6839518547058105,0.00267699989490211,11.973836898803711,57.8160514831543,0.28753599524497986,0.011377999559044838,0.015799999237060547
2020-10-28,13271.28515625,388.6507568359375,30.363506317138672,0.0989769995212555,1.4900530576705933,0.24586500227451324,4.3650970458984375,0.0025949999690055847,11.461742401123047,55.74251174926758,0.2773270010948181,0.010665000416338444,
2020-10-29,13437.8828125,386.7301025390625,29.842477798461914,0.09537599980831146,1.4289360046386719,0.24229499697685242,4.053345203399658,0.002581000095233321,11.265140533447266,54.76585388183594,0.2560870051383972,0.010185999795794487,
2020-10-30,13546.5224609375,382.8199768066406,28.508411407470703,0.0933689996600151,1.4413360357284546,0.23918400704860687,4.088112831115723,0.002597999991849065,11.098557472229004,53.83503341674805,0.25445300340652466,0.010081999935209751,
2020-10-31,13780.9951171875,386.59033203125,28.431215286254883,0.09305600076913834,1.5406999588012695,0.23974399268627167,4.18176794052124,0.0025760000571608543,11.22083854675293,55.59025955200195,0.24947099387645721,0.009886999614536762,
2020-11-01,13737.109375,396.3581848144531,28.461565017700195,0.09819699823856354,1.5998400449752808,0.23979699611663818,4.22561502456665,0.0025820001028478146,11.536629676818848,55.587623596191406,0.2572909891605377,0.010487000457942486,
2020-11-02,13550.4892578125,383.15673828125,27.883930206298828,0.0921429991722107,1.474071979522705,0.23542100191116333,4.030231952667236,0.002517000073567033,10.797578811645508,53.817481994628906,0.2461470067501068,0.010065999813377857,
2020-11-03,13950.30078125,387.6021728515625,26.8570499420166,0.09343399852514267,1.4122339487075806,0.23950999975204468,4.025467872619629,0.0025279999244958162,10.387001991271973,53.81962203979492,0.23287099599838257,0.009243999607861042,
